touch_id,customer_id,touch_date,channel,campaign_name,outcome
CT000251174,CUST008959,2023-07-27,SMS,Subscribe & Save,Ignored
CT000251175,CUST008959,2024-01-21,Social Ads,Weekend Deal,Ignored
CT000251176,CUST008959,2024-01-01,Push,Reactivation Offer,Clicked
CT000251177,CUST008959,2024-01-09,SMS,Weekend Deal,Ignored
CT000251178,CUST008959,2023-05-20,Email,Seasonal Sale,Ignored
CT000251179,CUST008959,2023-10-09,Email,Cart Abandon Reminder,Ignored
CT000251180,CUST008959,2024-08-23,Social Ads,Cart Abandon Reminder,Ignored
CT000251181,CUST008959,2024-01-30,Push,Health Bundle Offer,Ignored
CT000251182,CUST008959,2024-05-31,Social Ads,Seasonal Sale,Ignored
CT000251183,CUST008959,2025-12-23,Social Ads,Weekend Deal,Ignored
CT000251184,CUST008959,2025-08-06,SMS,Loyalty Bonus,Ignored
CT000251185,CUST008959,2023-05-28,Social Ads,New Launch Promo,Ignored
CT000251186,CUST008959,2024-06-23,Search Ads,Reactivation Offer,Clicked
CT000251187,CUST008959,2023-05-20,SMS,Weekend Deal,Ignored
CT000251188,CUST008960,2023-03-01,Social Ads,New Launch Promo,Ignored
CT000251189,CUST008960,2024-01-13,Social Ads,New Launch Promo,Ignored
CT000251190,CUST008960,2025-10-14,SMS,Subscribe & Save,Ignored
CT000251191,CUST008960,2024-01-10,Push,Cart Abandon Reminder,Ignored
CT000251192,CUST008960,2025-08-01,Push,Subscribe & Save,Ignored
CT000251193,CUST008960,2023-10-15,SMS,Weekend Deal,Ignored
CT000251194,CUST008960,2024-01-09,Social Ads,Weekend Deal,Ignored
CT000251195,CUST008960,2023-06-16,Social Ads,Reactivation Offer,Clicked
CT000251196,CUST008960,2024-01-30,Email,Reactivation Offer,Ignored
CT000251197,CUST008960,2023-05-08,SMS,Reactivation Offer,Ignored
CT000251198,CUST008960,2023-05-20,Social Ads,New Launch Promo,Ignored
CT000251199,CUST008960,2024-06-05,WhatsApp,Seasonal Sale,Ignored
CT000251200,CUST008960,2024-01-15,Social Ads,New Launch Promo,Ignored
CT000251201,CUST008960,2023-06-03,Push,New Launch Promo,Ignored
CT000251202,CUST008960,2023-05-26,Email,Subscribe & Save,Ignored
CT000251203,CUST008960,2025-02-05,Push,Cart Abandon Reminder,Ignored
CT000251204,CUST008960,2024-10-01,SMS,Seasonal Sale,Ignored
CT000251205,CUST008960,2023-10-06,Push,New Launch Promo,Ignored
CT000251206,CUST008960,2025-10-27,Social Ads,Health Bundle Offer,Converted
CT000251207,CUST008960,2023-08-08,Push,Cart Abandon Reminder,Ignored
CT000251208,CUST008960,2023-05-16,SMS,Cart Abandon Reminder,Clicked
CT000251209,CUST008960,2025-12-29,WhatsApp,Reactivation Offer,Ignored
CT000251210,CUST008960,2026-02-19,Email,Health Bundle Offer,Ignored
CT000251211,CUST008960,2023-05-14,Email,Health Bundle Offer,Ignored
CT000251212,CUST008960,2023-05-08,Push,Cart Abandon Reminder,Converted
CT000251213,CUST008960,2024-12-11,Search Ads,Cart Abandon Reminder,Ignored
CT000251214,CUST008960,2023-05-28,Push,Reactivation Offer,Ignored
CT000251215,CUST008960,2024-11-25,SMS,Subscribe & Save,Ignored
CT000251216,CUST008961,2026-02-17,Social Ads,New Launch Promo,Ignored
CT000251217,CUST008961,2023-03-03,Push,Subscribe & Save,Ignored
CT000251218,CUST008961,2024-11-02,Email,Subscribe & Save,Ignored
CT000251219,CUST008961,2024-02-09,Email,Seasonal Sale,Ignored
CT000251220,CUST008961,2025-12-03,Email,Loyalty Bonus,Clicked
CT000251221,CUST008961,2025-08-28,Push,Health Bundle Offer,Ignored
CT000251222,CUST008961,2023-03-14,Email,Loyalty Bonus,Ignored
CT000251223,CUST008961,2023-09-10,Social Ads,Health Bundle Offer,Converted
CT000251224,CUST008961,2023-03-08,Push,Reactivation Offer,Ignored
CT000251225,CUST008961,2024-01-21,Search Ads,Subscribe & Save,Ignored
CT000251226,CUST008961,2025-02-17,Email,New Launch Promo,Ignored
CT000251227,CUST008961,2024-02-01,Search Ads,Weekend Deal,Ignored
CT000251228,CUST008961,2024-10-27,Email,New Launch Promo,Ignored
CT000251229,CUST008961,2024-02-05,Search Ads,Loyalty Bonus,Clicked
CT000251230,CUST008961,2024-09-28,Push,Seasonal Sale,Ignored
CT000251231,CUST008961,2023-10-31,WhatsApp,Seasonal Sale,Ignored
CT000251232,CUST008961,2024-01-07,Search Ads,Subscribe & Save,Ignored
CT000251233,CUST008961,2023-12-02,Email,Weekend Deal,Ignored
CT000251234,CUST008961,2025-12-07,Push,Reactivation Offer,Converted
CT000251235,CUST008961,2024-02-10,Email,Seasonal Sale,Clicked
CT000251236,CUST008961,2025-12-08,Email,Weekend Deal,Ignored
CT000251237,CUST008961,2024-02-22,WhatsApp,Health Bundle Offer,Clicked
CT000251238,CUST008961,2023-04-27,Push,Weekend Deal,Clicked
CT000251239,CUST008961,2024-02-18,Push,Health Bundle Offer,Ignored
CT000251240,CUST008961,2025-06-08,SMS,Subscribe & Save,Ignored
CT000251241,CUST008961,2024-05-23,Search Ads,Health Bundle Offer,Ignored
CT000251242,CUST008961,2024-01-15,Email,Health Bundle Offer,Ignored
CT000251243,CUST008961,2023-05-26,Email,Health Bundle Offer,Ignored
CT000251244,CUST008962,2023-05-15,Social Ads,Weekend Deal,Ignored
CT000251245,CUST008962,2025-09-30,Search Ads,Weekend Deal,Ignored
CT000251246,CUST008962,2023-03-24,SMS,Loyalty Bonus,Ignored
CT000251247,CUST008962,2025-01-26,SMS,Weekend Deal,Ignored
CT000251248,CUST008962,2024-09-25,Email,Cart Abandon Reminder,Ignored
CT000251249,CUST008962,2023-05-16,Search Ads,Seasonal Sale,Ignored
CT000251250,CUST008962,2026-01-17,WhatsApp,Weekend Deal,Ignored
CT000251251,CUST008962,2025-04-27,SMS,Subscribe & Save,Ignored
CT000251252,CUST008962,2024-12-25,Social Ads,Loyalty Bonus,Ignored
CT000251253,CUST008962,2025-01-06,Social Ads,Cart Abandon Reminder,Ignored
CT000251254,CUST008962,2023-05-25,Email,Weekend Deal,Ignored
CT000251255,CUST008962,2023-04-14,Email,Cart Abandon Reminder,Ignored
CT000251256,CUST008962,2024-01-23,Email,Health Bundle Offer,Ignored
CT000251257,CUST008962,2024-01-10,Email,Loyalty Bonus,Ignored
CT000251258,CUST008962,2025-10-25,SMS,Reactivation Offer,Ignored
CT000251259,CUST008962,2024-07-15,Social Ads,Cart Abandon Reminder,Ignored
CT000251260,CUST008962,2024-01-30,Social Ads,Subscribe & Save,Ignored
CT000251261,CUST008962,2025-02-14,Email,New Launch Promo,Ignored
CT000251262,CUST008962,2024-01-09,Email,Loyalty Bonus,Ignored
CT000251263,CUST008962,2024-01-09,SMS,Reactivation Offer,Converted
CT000251264,CUST008962,2024-08-23,Email,New Launch Promo,Ignored
CT000251265,CUST008962,2024-10-14,Social Ads,Loyalty Bonus,Ignored
CT000251266,CUST008962,2024-01-07,Search Ads,New Launch Promo,Ignored
CT000251267,CUST008962,2023-05-15,Push,Subscribe & Save,Clicked
CT000251268,CUST008962,2023-03-02,Push,New Launch Promo,Ignored
CT000251269,CUST008962,2023-10-03,Social Ads,Seasonal Sale,Ignored
CT000251270,CUST008962,2023-05-13,Social Ads,Subscribe & Save,Ignored
CT000251271,CUST008962,2026-01-17,Email,Seasonal Sale,Ignored
CT000251272,CUST008962,2023-05-28,WhatsApp,Reactivation Offer,Ignored
CT000251273,CUST008963,2023-03-02,SMS,Reactivation Offer,Ignored
CT000251274,CUST008963,2023-05-31,SMS,Weekend Deal,Ignored
CT000251275,CUST008963,2023-06-25,Email,Subscribe & Save,Ignored
CT000251276,CUST008963,2024-10-01,SMS,Seasonal Sale,Ignored
CT000251277,CUST008963,2023-03-06,Push,Weekend Deal,Ignored
CT000251278,CUST008963,2025-10-30,Push,Subscribe & Save,Ignored
CT000251279,CUST008963,2023-05-16,Push,Reactivation Offer,Ignored
CT000251280,CUST008963,2024-01-21,Social Ads,Cart Abandon Reminder,Ignored
CT000251281,CUST008963,2023-09-28,Search Ads,Health Bundle Offer,Ignored
CT000251282,CUST008963,2024-09-21,Email,Seasonal Sale,Ignored
CT000251283,CUST008963,2025-03-14,WhatsApp,Health Bundle Offer,Ignored
CT000251284,CUST008963,2024-12-13,Social Ads,Reactivation Offer,Ignored
CT000251285,CUST008963,2024-03-29,SMS,Reactivation Offer,Ignored
CT000251286,CUST008963,2023-03-11,WhatsApp,Reactivation Offer,Converted
CT000251287,CUST008963,2023-08-05,Push,Seasonal Sale,Ignored
CT000251288,CUST008963,2023-05-30,Push,Weekend Deal,Ignored
CT000251289,CUST008963,2024-09-03,Push,Health Bundle Offer,Ignored
CT000251290,CUST008963,2024-02-09,Push,Loyalty Bonus,Clicked
CT000251291,CUST008963,2025-06-01,Push,Weekend Deal,Ignored
CT000251292,CUST008963,2024-01-27,Push,New Launch Promo,Ignored
CT000251293,CUST008963,2023-05-12,Social Ads,Seasonal Sale,Ignored
CT000251294,CUST008963,2023-08-09,Push,Seasonal Sale,Ignored
CT000251295,CUST008963,2025-12-31,Social Ads,Loyalty Bonus,Converted
CT000251296,CUST008963,2024-08-30,Email,Weekend Deal,Converted
CT000251297,CUST008963,2023-03-07,Push,Seasonal Sale,Ignored
CT000251298,CUST008964,2023-05-21,SMS,Health Bundle Offer,Ignored
CT000251299,CUST008964,2024-01-24,Push,Loyalty Bonus,Ignored
CT000251300,CUST008964,2023-03-19,Email,Health Bundle Offer,Ignored
CT000251301,CUST008964,2023-06-02,SMS,Subscribe & Save,Ignored
CT000251302,CUST008964,2023-03-22,Email,New Launch Promo,Ignored
CT000251303,CUST008964,2024-01-11,Social Ads,Subscribe & Save,Ignored
CT000251304,CUST008964,2023-02-28,Push,Seasonal Sale,Ignored
CT000251305,CUST008964,2023-02-27,Email,Health Bundle Offer,Ignored
CT000251306,CUST008964,2023-05-01,Social Ads,Weekend Deal,Ignored
CT000251307,CUST008964,2023-09-20,Email,Loyalty Bonus,Clicked
CT000251308,CUST008964,2023-03-22,Email,Cart Abandon Reminder,Ignored
CT000251309,CUST008964,2023-06-01,Social Ads,Cart Abandon Reminder,Ignored
CT000251310,CUST008964,2025-03-30,Email,Subscribe & Save,Ignored
CT000251311,CUST008964,2024-05-14,Push,New Launch Promo,Ignored
CT000251312,CUST008964,2023-05-11,Social Ads,Loyalty Bonus,Ignored
CT000251313,CUST008964,2023-10-31,Social Ads,Subscribe & Save,Ignored
CT000251314,CUST008964,2025-01-06,Email,Subscribe & Save,Ignored
CT000251315,CUST008964,2025-05-10,SMS,Health Bundle Offer,Clicked
CT000251316,CUST008964,2025-07-04,Email,New Launch Promo,Converted
CT000251317,CUST008964,2023-09-27,Social Ads,Loyalty Bonus,Ignored
CT000251318,CUST008964,2024-11-22,Email,Subscribe & Save,Ignored
CT000251319,CUST008964,2023-05-23,Email,Health Bundle Offer,Ignored
CT000251320,CUST008964,2023-02-26,Push,Subscribe & Save,Ignored
CT000251321,CUST008965,2023-03-07,Email,Seasonal Sale,Ignored
CT000251322,CUST008965,2023-03-25,Email,New Launch Promo,Ignored
CT000251323,CUST008965,2023-12-20,SMS,Health Bundle Offer,Ignored
CT000251324,CUST008965,2024-09-05,Push,Health Bundle Offer,Ignored
CT000251325,CUST008965,2023-05-22,WhatsApp,New Launch Promo,Converted
CT000251326,CUST008965,2023-05-22,Social Ads,Seasonal Sale,Ignored
CT000251327,CUST008965,2023-03-03,SMS,New Launch Promo,Ignored
CT000251328,CUST008965,2023-05-20,Social Ads,Seasonal Sale,Ignored
CT000251329,CUST008965,2023-09-07,SMS,Weekend Deal,Ignored
CT000251330,CUST008965,2023-08-10,Social Ads,Seasonal Sale,Ignored
CT000251331,CUST008965,2024-01-27,Social Ads,Subscribe & Save,Ignored
CT000251332,CUST008965,2024-07-18,Search Ads,Cart Abandon Reminder,Ignored
CT000251333,CUST008965,2023-05-15,Push,Subscribe & Save,Ignored
CT000251334,CUST008965,2023-09-12,Email,New Launch Promo,Ignored
CT000251335,CUST008965,2023-03-01,Search Ads,Health Bundle Offer,Ignored
CT000251336,CUST008965,2023-05-15,Email,Subscribe & Save,Ignored
CT000251337,CUST008965,2023-06-01,Push,Subscribe & Save,Ignored
CT000251338,CUST008965,2024-09-11,Push,New Launch Promo,Ignored
CT000251339,CUST008965,2023-03-17,SMS,Seasonal Sale,Ignored
CT000251340,CUST008965,2024-02-25,Social Ads,Subscribe & Save,Ignored
CT000251341,CUST008965,2024-01-16,Social Ads,Cart Abandon Reminder,Ignored
CT000251342,CUST008965,2024-05-31,Email,New Launch Promo,Ignored
CT000251343,CUST008965,2026-02-21,Push,Health Bundle Offer,Ignored
CT000251344,CUST008965,2024-01-23,Push,New Launch Promo,Ignored
CT000251345,CUST008965,2023-11-11,Push,Loyalty Bonus,Ignored
CT000251346,CUST008965,2023-12-07,Email,Health Bundle Offer,Ignored
CT000251347,CUST008965,2023-04-01,SMS,Reactivation Offer,Ignored
CT000251348,CUST008965,2023-05-13,SMS,Reactivation Offer,Ignored
CT000251349,CUST008965,2025-09-09,Email,Reactivation Offer,Ignored
CT000251350,CUST008965,2025-04-10,Social Ads,Reactivation Offer,Ignored
CT000251351,CUST008965,2025-10-14,Push,Seasonal Sale,Ignored
CT000251352,CUST008966,2024-12-09,SMS,Reactivation Offer,Ignored
CT000251353,CUST008966,2024-11-01,SMS,Loyalty Bonus,Converted
CT000251354,CUST008966,2026-02-19,Push,Health Bundle Offer,Converted
CT000251355,CUST008966,2025-01-08,WhatsApp,Seasonal Sale,Ignored
CT000251356,CUST008966,2023-09-26,Push,New Launch Promo,Ignored
CT000251357,CUST008966,2023-05-27,Search Ads,Health Bundle Offer,Ignored
CT000251358,CUST008966,2023-11-06,SMS,New Launch Promo,Ignored
CT000251359,CUST008966,2025-12-05,Push,New Launch Promo,Ignored
CT000251360,CUST008966,2023-05-28,Social Ads,Health Bundle Offer,Ignored
CT000251361,CUST008966,2025-11-20,Search Ads,Subscribe & Save,Ignored
CT000251362,CUST008966,2023-05-14,Push,Seasonal Sale,Converted
CT000251363,CUST008966,2025-09-24,Search Ads,Loyalty Bonus,Ignored
CT000251364,CUST008966,2025-04-15,SMS,Cart Abandon Reminder,Ignored
CT000251365,CUST008966,2025-11-02,Push,Seasonal Sale,Ignored
CT000251366,CUST008966,2025-01-20,Email,Subscribe & Save,Ignored
CT000251367,CUST008966,2023-05-08,Email,Subscribe & Save,Ignored
CT000251368,CUST008966,2023-03-06,Email,Seasonal Sale,Ignored
CT000251369,CUST008966,2024-01-14,Search Ads,Seasonal Sale,Ignored
CT000251370,CUST008966,2025-02-07,Push,Reactivation Offer,Ignored
CT000251371,CUST008966,2024-10-19,Email,Seasonal Sale,Ignored
CT000251372,CUST008966,2025-02-21,SMS,Seasonal Sale,Ignored
CT000251373,CUST008966,2023-06-03,Email,Seasonal Sale,Ignored
CT000251374,CUST008966,2023-08-15,Push,Seasonal Sale,Converted
CT000251375,CUST008966,2024-12-28,Social Ads,Seasonal Sale,Ignored
CT000251376,CUST008966,2024-09-09,Email,Seasonal Sale,Ignored
CT000251377,CUST008966,2025-11-27,WhatsApp,Reactivation Offer,Ignored
CT000251378,CUST008966,2025-06-12,Push,New Launch Promo,Ignored
CT000251379,CUST008966,2025-07-19,Social Ads,Reactivation Offer,Ignored
CT000251380,CUST008966,2024-10-28,Email,Seasonal Sale,Ignored
CT000251381,CUST008967,2025-07-15,Push,Subscribe & Save,Ignored
CT000251382,CUST008967,2025-02-24,Push,New Launch Promo,Ignored
CT000251383,CUST008967,2023-06-01,Email,New Launch Promo,Ignored
CT000251384,CUST008967,2023-12-20,Search Ads,Subscribe & Save,Ignored
CT000251385,CUST008967,2023-03-09,Push,Loyalty Bonus,Ignored
CT000251386,CUST008967,2023-05-10,Email,Cart Abandon Reminder,Ignored
CT000251387,CUST008967,2025-02-04,Push,Seasonal Sale,Ignored
CT000251388,CUST008967,2025-01-15,SMS,Reactivation Offer,Ignored
CT000251389,CUST008967,2025-11-12,Email,Subscribe & Save,Converted
CT000251390,CUST008967,2023-09-17,Social Ads,New Launch Promo,Ignored
CT000251391,CUST008967,2023-06-07,Email,Subscribe & Save,Ignored
CT000251392,CUST008967,2023-03-07,Search Ads,Loyalty Bonus,Ignored
CT000251393,CUST008967,2024-06-22,Push,Health Bundle Offer,Ignored
CT000251394,CUST008967,2024-01-20,Email,Weekend Deal,Ignored
CT000251395,CUST008967,2023-03-09,Push,Subscribe & Save,Ignored
CT000251396,CUST008967,2024-09-11,Search Ads,Health Bundle Offer,Ignored
CT000251397,CUST008967,2024-08-29,Email,Loyalty Bonus,Converted
CT000251398,CUST008967,2023-05-15,SMS,Health Bundle Offer,Ignored
CT000251399,CUST008967,2023-05-17,Social Ads,Weekend Deal,Ignored
CT000251400,CUST008967,2025-02-14,Push,Loyalty Bonus,Ignored
CT000251401,CUST008967,2024-08-26,Email,Reactivation Offer,Ignored
CT000251402,CUST008967,2024-02-06,Push,Subscribe & Save,Ignored
CT000251403,CUST008967,2025-03-23,Search Ads,Loyalty Bonus,Ignored
CT000251404,CUST008967,2023-06-03,Push,Reactivation Offer,Ignored
CT000251405,CUST008968,2023-11-01,Email,Cart Abandon Reminder,Ignored
CT000251406,CUST008968,2023-05-12,Social Ads,Subscribe & Save,Clicked
CT000251407,CUST008968,2024-03-29,Email,Subscribe & Save,Ignored
CT000251408,CUST008968,2024-04-02,Email,Loyalty Bonus,Ignored
CT000251409,CUST008968,2024-01-21,Email,Health Bundle Offer,Ignored
CT000251410,CUST008968,2025-10-20,Search Ads,Subscribe & Save,Ignored
CT000251411,CUST008968,2024-09-23,SMS,Loyalty Bonus,Clicked
CT000251412,CUST008968,2024-01-23,Push,Reactivation Offer,Clicked
CT000251413,CUST008968,2025-07-31,WhatsApp,Subscribe & Save,Ignored
CT000251414,CUST008968,2023-10-04,SMS,Health Bundle Offer,Ignored
CT000251415,CUST008968,2025-05-02,Push,Cart Abandon Reminder,Ignored
CT000251416,CUST008968,2023-05-22,SMS,Weekend Deal,Clicked
CT000251417,CUST008968,2023-10-22,Push,New Launch Promo,Ignored
CT000251418,CUST008968,2024-12-05,SMS,New Launch Promo,Ignored
CT000251419,CUST008968,2024-02-26,Push,Weekend Deal,Ignored
CT000251420,CUST008968,2023-02-27,Email,Subscribe & Save,Ignored
CT000251421,CUST008968,2023-03-24,SMS,Health Bundle Offer,Ignored
CT000251422,CUST008968,2025-09-27,WhatsApp,Seasonal Sale,Ignored
CT000251423,CUST008968,2024-01-26,Search Ads,Health Bundle Offer,Clicked
CT000251424,CUST008968,2024-07-14,Search Ads,Cart Abandon Reminder,Ignored
CT000251425,CUST008968,2025-11-17,WhatsApp,Cart Abandon Reminder,Ignored
CT000251426,CUST008968,2023-10-31,SMS,Health Bundle Offer,Ignored
CT000251427,CUST008968,2025-11-05,Email,Weekend Deal,Ignored
CT000251428,CUST008968,2023-10-02,Search Ads,Loyalty Bonus,Ignored
CT000251429,CUST008968,2023-05-30,SMS,Reactivation Offer,Ignored
CT000251430,CUST008968,2025-05-06,Push,Loyalty Bonus,Ignored
CT000251431,CUST008968,2024-01-27,WhatsApp,Loyalty Bonus,Ignored
CT000251432,CUST008968,2023-06-01,SMS,Cart Abandon Reminder,Ignored
CT000251433,CUST008968,2024-10-11,Push,Weekend Deal,Ignored
CT000251434,CUST008968,2023-05-29,Social Ads,Loyalty Bonus,Clicked
CT000251435,CUST008969,2024-02-01,Push,Loyalty Bonus,Clicked
CT000251436,CUST008969,2025-03-08,Social Ads,Health Bundle Offer,Converted
CT000251437,CUST008969,2025-12-19,SMS,Loyalty Bonus,Ignored
CT000251438,CUST008969,2025-01-11,Social Ads,Weekend Deal,Ignored
CT000251439,CUST008969,2023-07-02,Social Ads,Subscribe & Save,Ignored
CT000251440,CUST008969,2023-03-11,Social Ads,Seasonal Sale,Converted
CT000251441,CUST008969,2025-09-04,WhatsApp,Reactivation Offer,Ignored
CT000251442,CUST008969,2025-06-07,Push,Weekend Deal,Ignored
CT000251443,CUST008969,2023-05-17,WhatsApp,Loyalty Bonus,Ignored
CT000251444,CUST008969,2023-05-18,Social Ads,Seasonal Sale,Ignored
CT000251445,CUST008969,2025-01-24,Social Ads,Weekend Deal,Ignored
CT000251446,CUST008969,2024-11-24,SMS,New Launch Promo,Ignored
CT000251447,CUST008969,2024-01-24,Social Ads,Cart Abandon Reminder,Ignored
CT000251448,CUST008969,2025-10-07,Email,New Launch Promo,Ignored
CT000251449,CUST008969,2023-05-26,SMS,Seasonal Sale,Ignored
CT000251450,CUST008969,2023-05-10,Push,Weekend Deal,Ignored
CT000251451,CUST008969,2025-08-18,Search Ads,Cart Abandon Reminder,Converted
CT000251452,CUST008969,2023-05-11,Social Ads,Reactivation Offer,Ignored
CT000251453,CUST008969,2023-03-24,Email,Weekend Deal,Ignored
CT000251454,CUST008969,2023-05-31,SMS,Reactivation Offer,Ignored
CT000251455,CUST008969,2023-05-26,Social Ads,New Launch Promo,Ignored
CT000251456,CUST008969,2023-05-16,Push,Seasonal Sale,Ignored
CT000251457,CUST008969,2024-01-21,SMS,Seasonal Sale,Ignored
CT000251458,CUST008969,2024-04-02,Email,Cart Abandon Reminder,Ignored
CT000251459,CUST008969,2026-01-05,Email,Health Bundle Offer,Ignored
CT000251460,CUST008969,2024-07-25,WhatsApp,Cart Abandon Reminder,Ignored
CT000251461,CUST008970,2024-01-11,Email,Loyalty Bonus,Ignored
CT000251462,CUST008970,2025-08-02,WhatsApp,Cart Abandon Reminder,Ignored
CT000251463,CUST008970,2024-07-15,Push,Weekend Deal,Ignored
CT000251464,CUST008970,2023-03-08,SMS,Cart Abandon Reminder,Ignored
CT000251465,CUST008970,2024-09-19,Email,Loyalty Bonus,Ignored
CT000251466,CUST008970,2023-05-21,SMS,Reactivation Offer,Ignored
CT000251467,CUST008970,2023-03-07,SMS,Health Bundle Offer,Ignored
CT000251468,CUST008970,2023-05-14,Email,Health Bundle Offer,Ignored
CT000251469,CUST008970,2024-08-18,SMS,Subscribe & Save,Ignored
CT000251470,CUST008970,2023-12-19,SMS,Reactivation Offer,Ignored
CT000251471,CUST008970,2024-01-09,Email,New Launch Promo,Ignored
CT000251472,CUST008970,2024-02-01,Email,Health Bundle Offer,Ignored
CT000251473,CUST008970,2023-03-19,Email,New Launch Promo,Ignored
CT000251474,CUST008970,2024-01-21,Social Ads,Weekend Deal,Ignored
CT000251475,CUST008970,2024-03-01,SMS,New Launch Promo,Ignored
CT000251476,CUST008970,2024-01-18,Social Ads,Health Bundle Offer,Ignored
CT000251477,CUST008970,2024-01-23,Push,Reactivation Offer,Clicked
CT000251478,CUST008970,2023-07-10,Search Ads,New Launch Promo,Ignored
CT000251479,CUST008970,2023-05-15,Email,Subscribe & Save,Ignored
CT000251480,CUST008970,2024-04-10,Email,Health Bundle Offer,Ignored
CT000251481,CUST008970,2024-06-24,Email,Health Bundle Offer,Ignored
CT000251482,CUST008970,2023-03-09,Email,Loyalty Bonus,Ignored
CT000251483,CUST008970,2024-01-25,SMS,Subscribe & Save,Ignored
CT000251484,CUST008970,2023-05-22,Email,Cart Abandon Reminder,Ignored
CT000251485,CUST008970,2023-04-30,Email,Weekend Deal,Ignored
CT000251486,CUST008971,2024-02-17,Search Ads,Subscribe & Save,Ignored
CT000251487,CUST008971,2024-10-22,Push,Loyalty Bonus,Ignored
CT000251488,CUST008971,2023-03-07,Push,Cart Abandon Reminder,Ignored
CT000251489,CUST008971,2023-05-13,Push,Cart Abandon Reminder,Ignored
CT000251490,CUST008971,2023-08-23,Push,Reactivation Offer,Ignored
CT000251491,CUST008971,2023-03-02,Push,Cart Abandon Reminder,Ignored
CT000251492,CUST008971,2023-03-16,Email,Subscribe & Save,Ignored
CT000251493,CUST008971,2025-05-28,Email,Weekend Deal,Ignored
CT000251494,CUST008971,2023-05-28,Email,New Launch Promo,Ignored
CT000251495,CUST008971,2023-05-18,Email,Seasonal Sale,Ignored
CT000251496,CUST008971,2025-04-03,SMS,Weekend Deal,Ignored
CT000251497,CUST008971,2025-11-14,Push,Loyalty Bonus,Ignored
CT000251498,CUST008971,2023-08-06,Email,New Launch Promo,Ignored
CT000251499,CUST008971,2024-06-16,Email,Loyalty Bonus,Ignored
CT000251500,CUST008971,2024-06-28,Email,Subscribe & Save,Ignored
CT000251501,CUST008971,2023-11-18,Search Ads,Loyalty Bonus,Ignored
CT000251502,CUST008971,2023-07-29,Email,Health Bundle Offer,Ignored
CT000251503,CUST008971,2024-01-12,Social Ads,Health Bundle Offer,Ignored
CT000251504,CUST008971,2023-03-14,SMS,Seasonal Sale,Converted
CT000251505,CUST008971,2025-10-22,SMS,New Launch Promo,Ignored
CT000251506,CUST008971,2023-03-29,Push,Weekend Deal,Ignored
CT000251507,CUST008971,2024-01-21,SMS,Seasonal Sale,Ignored
CT000251508,CUST008971,2023-08-03,Push,Cart Abandon Reminder,Ignored
CT000251509,CUST008971,2023-03-12,Email,Seasonal Sale,Ignored
CT000251510,CUST008971,2024-07-16,Push,Weekend Deal,Ignored
CT000251511,CUST008971,2026-02-07,Search Ads,Reactivation Offer,Ignored
CT000251512,CUST008972,2024-02-02,Social Ads,Loyalty Bonus,Ignored
CT000251513,CUST008972,2023-12-06,SMS,Weekend Deal,Ignored
CT000251514,CUST008972,2025-08-15,Push,Loyalty Bonus,Ignored
CT000251515,CUST008972,2025-04-16,Email,Subscribe & Save,Ignored
CT000251516,CUST008972,2023-05-23,Email,Weekend Deal,Ignored
CT000251517,CUST008972,2025-05-11,Email,Cart Abandon Reminder,Ignored
CT000251518,CUST008972,2024-01-31,Social Ads,Cart Abandon Reminder,Ignored
CT000251519,CUST008972,2023-05-12,WhatsApp,Loyalty Bonus,Clicked
CT000251520,CUST008972,2024-01-24,SMS,Health Bundle Offer,Ignored
CT000251521,CUST008972,2024-12-31,Push,Reactivation Offer,Ignored
CT000251522,CUST008972,2025-01-24,Push,Loyalty Bonus,Ignored
CT000251523,CUST008972,2024-12-28,Search Ads,Health Bundle Offer,Ignored
CT000251524,CUST008972,2025-08-05,Push,Seasonal Sale,Ignored
CT000251525,CUST008972,2024-08-04,SMS,Weekend Deal,Ignored
CT000251526,CUST008972,2023-03-03,SMS,Subscribe & Save,Ignored
CT000251527,CUST008972,2023-05-08,Push,Loyalty Bonus,Ignored
CT000251528,CUST008972,2024-01-03,Search Ads,Cart Abandon Reminder,Converted
CT000251529,CUST008972,2023-03-05,Push,Health Bundle Offer,Ignored
CT000251530,CUST008972,2024-10-05,Email,New Launch Promo,Ignored
CT000251531,CUST008972,2024-09-11,Email,New Launch Promo,Ignored
CT000251532,CUST008972,2025-04-06,WhatsApp,Reactivation Offer,Converted
CT000251533,CUST008972,2024-04-20,SMS,Cart Abandon Reminder,Ignored
CT000251534,CUST008972,2024-02-05,Push,Reactivation Offer,Clicked
CT000251535,CUST008972,2023-05-19,Push,Health Bundle Offer,Ignored
CT000251536,CUST008972,2026-02-19,Email,Seasonal Sale,Ignored
CT000251537,CUST008972,2024-01-16,SMS,Reactivation Offer,Ignored
CT000251538,CUST008973,2024-01-22,Email,Subscribe & Save,Ignored
CT000251539,CUST008973,2025-12-12,Email,Cart Abandon Reminder,Ignored
CT000251540,CUST008973,2023-06-03,Email,Reactivation Offer,Ignored
CT000251541,CUST008973,2025-10-27,WhatsApp,New Launch Promo,Ignored
CT000251542,CUST008973,2025-07-17,Push,Cart Abandon Reminder,Ignored
CT000251543,CUST008973,2024-06-04,Email,New Launch Promo,Converted
CT000251544,CUST008973,2024-03-09,Social Ads,Health Bundle Offer,Ignored
CT000251545,CUST008973,2024-01-17,Push,New Launch Promo,Ignored
CT000251546,CUST008973,2024-01-10,Email,Health Bundle Offer,Ignored
